Artist,Total_Streams,As_Lead,Solo,As_Feature,Daily_Streams,Daily_As_Lead,Daily_As_Feature,Tracks,Tracks_As_Lead,Tracks_Solo,Tracks_As_Feature
Jung Kook,8 225 105 431,6 891 635 124,2 870 847 579,1 333 470 307,7 018 163,6 515 674,502 489,47,40,18,7
Julia Michaels,8 253 843 860,3 905 911 153,2 799 703 039,4 347 932 707,1 854 704,926 075,928 629,113,54,41,59
Paulo Londra,8 257 764 236,6 686 046 023,5 348 176 053,1 571 718 213,3 098 469,2 529 266,569 203,59,48,35,11
Dalex,8 267 365 328,3 584 315 310,437 328 503,4 683 050 018,2 903 431,1 147 494,1 755 937,203,87,48,116
Zé Neto & Cristiano,8 333 447 359,7 247 618 120,6 794 208 819,1 085 829 239,3 273 440,2 902 502,370 938,221,200,178,21
Bryant Myers,8 375 138 857,2 615 655 787,780 116 206,5 759 483 070,6 844 959,2 542 935,4 302 024,200,67,27,133
Bastille,8 404 678 113,5 467 785 591,5 003 198 723,2 936 892 522,2 236 192,1 323 438,912 754,274,230,161,44
Bon Jovi,8 466 858 858,8 450 057 329,8 353 988 681,16 801 529,5 236 086,5 085 394,150 692,389,385,361,4
T-Pain,8 492 797 674,3 579 798 206,656 827 597,4 912 999 468,3 886 261,1 525 362,2 360 899,375,219,120,156
Tainy,8 506 164 172,4 120 187 039,4 896 783,4 385 977 133,4 071 520,2 637 732,1 433 788,98,67,20,31
Chencho Corleone,8 506 213 260,446 436 331,213 642 171,8 059 776 929,3 542 930,449 367,3 093 563,65,21,12,44
The 1975,8 511 073 068,8 386 439 568,8 364 970 848,124 633 500,3 310 948,3 230 821,80 127,195,189,182,6
The Notorious B.I.G.,8 530 878 937,7 343 805 034,5 412 467 524,1 187 073 903,3 226 596,2 956 921,269 675,186,132,75,54
Jonas Blue,8 533 910 768,6 993 225 162,32 710 177,1 540 685 606,1 855 270,1 528 119,327 151,197,125,2,72
Maria Becerra,8 551 952 040,3 057 598 606,2 157 644 775,5 494 353 434,4 237 031,1 399 981,2 837 050,100,53,38,47
Paramore,8 557 577 686,8 557 577 686,8 513 511 618,0,4 588 163,4 588 163,0,137,137,121,0
Cigarettes After Sex,8 562 124 008,8 562 124 008,8 562 124 008,0,10 472 793,10 472 793,0,44,44,44,0
Luis Fonsi,8 580 750 914,7 605 168 497,1 270 991 209,975 582 417,2 224 970,2 014 539,210 431,226,169,132,57
Ninho,8 597 785 767,5 347 704 195,3 952 896 831,3 250 081 572,4 795 100,3 392 946,1 402 154,245,166,115,79
Slipknot,8 658 160 866,8 658 160 866,8 658 160 866,0,4 541 065,4 541 065,0,223,223,223,0
The Killers,8 667 655 540,8 667 076 607,8 491 744 573,578 933,3 866 887,3 866 773,114,210,209,153,1
Shreya Ghoshal,8 656 898 216,1 507 756 640,634 473 074,7 149 141 576,11 143 201,2 001 813,9 141 388,836,267,127,569
Rammstein,8 753 516 800,8 753 516 800,8 637 808 550,0,4 871 413,4 871 413,0,245,245,167,0
Jhené Aiko,8 798 377 609,5 028 934 090,2 583 126 806,3 769 443 519,4 025 465,2 812 294,1 213 171,154,110,74,44
Luis R Conriquez,8 783 850 307,4 558 651 640,1 634 700 720,4 225 198 667,12 009 613,6 093 273,5 916 340,450,357,207,93
Ñengo Flow,8 831 607 566,1 890 932 289,767 025 664,6 940 675 277,5 081 866,1 436 708,3 645 158,444,185,96,259
Lil Tecca,8 863 911 269,7 885 227 760,6 379 325 457,978 683 509,5 755 401,5 510 951,244 450,126,105,89,21
Lorde,8 864 352 090,8 430 962 366,8 059 943 362,433 389 724,3 376 465,2 938 494,437 971,70,60,55,10
Foo Fighters,8 891 213 077,8 887 326 375,8 877 015 020,3 886 702,2 980 028,2 978 474,1 554,247,246,244,1
Troye Sivan,8 909 973 805,6 372 216 039,5 306 686 470,2 537 757 766,2 893 725,2 210 823,682 902,142,98,59,44
Russ,8 915 997 696,8 598 003 812,7 487 188 641,317 993 884,2 131 220,1 990 917,140 303,405,378,306,27
David Bowie,8 819 965 754,6 944 921 896,6 797 014 314,1 875 043 858,3 294 718,2 439 275,855 443,1 051,1 018,956,33
U2,8 888 922 160,8 379 377 981,8 158 069 251,509 544 179,4 181 155,3 932 587,248 568,607,599,505,8
Florida Georgia Line,8 939 289 814,5 785 732 151,4 121 581 923,3 153 557 663,1 629 098,1 069 143,559 955,124,107,85,17
Darell,8 994 037 490,1 382 279 846,445 428 339,7 611 757 644,3 149 226,592 678,2 556 548,247,84,38,163
Madonna,8 962 630 331,7 581 536 581,6 394 798 957,1 381 093 750,4 598 955,3 621 407,977 548,665,630,436,35
blink-182,9 007 450 046,8 890 085 564,8 852 393 786,117 364 482,3 664 032,3 624 446,39 586,221,215,212,6
Alessia Cara,9 025 361 406,5 702 148 231,4 756 458 760,3 323 213 175,2 260 404,1 647 634,612 770,148,119,82,29
Christina Aguilera,9 009 239 917,4 995 833 042,3 813 387 623,4 013 406 875,3 809 450,1 933 051,1 876 399,251,226,171,25
Creedence Clearwater Revival,9 094 489 628,9 094 489 628,9 090 051 319,0,4 759 588,4 759 588,0,177,177,176,0
Meek Mill,9 104 449 840,6 772 620 622,1 902 567 206,2 331 829 218,2 020 371,1 438 153,582 218,431,316,175,115
Grupo Frontera,9 132 948 153,5 862 411 755,1 623 200 839,3 270 536 398,12 812 541,6 020 221,6 792 320,61,41,23,20
Kesha,9 209 290 392,5 934 817 962,5 421 745 407,3 274 472 430,4 875 083,3 039 507,1 835 576,177,151,103,26
Clean Bandit,9 133 940 813,8 865 172 251,71 004 271,268 768 562,2 672 384,2 456 370,216 014,222,188,13,34
Eladio Carrion,9 231 734 821,6 879 988 299,2 399 980 540,2 351 746 522,4 836 483,3 392 887,1 443 596,252,160,83,92
Elvis Presley,9 308 635 791,9 263 656 915,8 508 208 933,44 978 876,3 631 981,3 628 589,3 392,1 632,1 611,1 514,21
PARTYNEXTDOOR,9 381 023 560,6 304 563 943,4 410 730 953,3 076 459 617,8 155 018,6 893 428,1 261 590,146,107,82,39
Frank Sinatra,9 375 261 397,9 096 623 707,6 772 028 125,278 637 690,4 115 951,3 967 286,148 665,1 597,1 557,1 264,40
Labrinth,9 430 133 977,6 347 031 502,4 992 779 353,3 083 102 475,2 890 796,2 268 645,622 151,176,124,88,52
Wisin & Yandel,9 458 909 490,6 487 406 133,3 850 323 092,2 971 503 357,5 519 628,4 162 097,1 357 531,329,275,173,54
TWICE,9 493 103 748,9 421 253 875,9 309 838 528,71 849 873,4 304 138,4 250 812,53 326,293,291,268,2
Mora,9 552 975 089,7 165 191 269,2 751 008 127,2 387 783 820,5 776 014,4 051 758,1 724 256,131,90,50,41
Alicia Keys,9 565 950 797,6 780 680 968,6 005 110 623,2 785 269 829,4 465 507,2 966 335,1 499 172,280,247,188,33
ABBA,9 608 455 643,9 608 455 643,9 608 455 643,0,5 323 662,5 323 662,0,172,172,172,0
Tame Impala,9 614 358 475,8 884 548 005,8 781 046 454,729 810 470,7 682 657,7 109 282,573 375,129,101,85,28
System Of A Down,9 640 292 970,8 867 538 377,8 842 811 118,772 754 593,5 740 951,5 327 789,413 162,80,64,63,16
Rick Ross,9 627 236 454,2 797 657 012,657 700 688,6 829 579 442,3 112 401,945 616,2 166 785,547,223,66,324
Melanie Martinez,9 687 998 085,9 687 998 085,9 555 135 511,0,3 646 191,3 646 191,0,90,90,67,0
Brent Faiyaz,9 705 116 303,7 451 035 520,6 414 727 898,2 254 080 783,6 888 897,5 209 297,1 679 600,131,109,62,22
Charli xcx,9 771 802 366,6 107 451 391,3 873 649 400,3 664 350 975,11 365 275,10 175 906,1 189 369,299,231,108,68
DJ Khaled,9 827 988 063,9 060 554 888,576 904 513,767 433 175,2 354 492,1 963 635,390 857,212,163,41,49
Stray Kids,9 784 393 206,9 707 692 620,9 287 787 150,76 700 586,9 032 780,8 999 459,33 321,301,298,286,3
Reik,9 929 653 435,8 365 123 942,4 249 072 340,1 564 529 493,3 248 561,2 780 920,467 641,203,160,126,43
Anirudh Ravichander,9 842 128 704,7 866 094 727,1 896 505 776,1 976 033 977,9 311 541,7 145 443,2 166 098,649,556,258,93
Gusttavo Lima,9 923 135 620,8 438 601 711,7 180 583 644,1 484 533 909,4 196 664,3 553 144,643 520,424,359,323,65
Quevedo,9 954 427 553,5 350 283 640,3 544 153 132,4 604 143 913,6 180 378,4 246 858,1 933 520,92,59,34,33
Skrillex,9 978 011 455,4 617 295 584,816 585 616,5 360 715 871,2 390 510,1 221 414,1 169 096,223,118,14,105
Jul,10 021 862 749,7 844 793 265,6 196 006 872,2 177 069 484,6 293 385,5 063 284,1 230 101,857,747,604,110
Tate McRae,10 069 532 939,8 866 927 000,8 391 723 179,1 202 605 939,10 910 012,10 340 307,569 705,94,82,64,12
Little Mix,10 060 205 060,8 687 567 024,6 332 143 432,1 372 638 036,2 065 248,1 835 971,229 277,219,199,143,20
Rels B,10 087 216 548,8 167 493 812,6 498 309 110,1 919 722 736,6 192 308,4 865 548,1 326 760,151,127,92,24
Daniel Caesar,10 104 029 031,7 742 556 672,4 084 228 253,2 361 472 359,10 261 264,8 559 307,1 701 957,65,52,35,13
Lil Tjay,10 145 306 252,6 736 521 018,4 188 246 182,3 408 785 234,3 244 053,2 236 728,1 007 325,145,86,57,59
Enrique Iglesias,10 168 512 696,8 740 989 900,2 546 902 426,1 427 522 796,4 362 603,4 067 212,295 391,283,246,132,37
Yandel,10 216 481 532,4 800 732 753,1 024 945 350,5 415 748 779,3 955 815,1 733 736,2 222 079,301,176,88,125
John Legend,10 263 163 609,6 446 479 467,5 159 718 178,3 816 684 142,2 819 800,1 687 090,1 132 710,358,253,171,105
Meghan Trainor,10 266 322 997,8 366 286 801,6 590 547 789,1 900 036 196,3 113 245,2 795 592,317 653,203,172,123,31
Chance the Rapper,10 272 212 074,4 025 434 690,684 292 079,6 246 777 384,2 327 967,476 159,1 851 808,152,105,37,47
Miguel,10 330 428 067,5 931 856 066,4 246 890 415,4 398 572 001,4 791 395,3 053 371,1 738 024,198,129,100,69
Zion & Lennox,10 362 219 751,3 920 887 364,2 013 539 556,6 441 332 387,2 963 364,1 153 654,1 809 710,234,105,67,129
Gorillaz,10 373 831 011,10 371 544 301,6 586 077 839,2 286 710,5 917 722,5 916 864,858,287,286,169,1
French Montana,10 234 968 688,5 244 617 840,306 586 760,4 990 350 848,2 948 417,1 773 447,1 174 970,598,392,109,206
Lauv,10 393 367 561,9 313 075 064,6 221 049 213,1 080 292 497,3 449 432,3 205 772,243 660,127,104,63,23
The Rolling Stones,10 416 363 584,10 400 314 391,10 231 555 473,16 049 193,4 386 473,4 380 871,5 602,1 099,1 086,1 017,13
Banda MS de Sergio Lizárraga,10 459 062 060,9 609 600 792,8 817 998 168,849 461 268,4 386 347,3 945 994,440 353,282,264,246,18
Pink Floyd,10 529 133 870,10 529 133 870,10 529 133 870,0,5 128 053,5 128 053,0,425,425,425,0
Ava Max,10 599 526 095,7 014 731 131,6 544 933 429,3 584 794 964,4 501 213,2 210 678,2 290 535,155,99,47,56
Zedd,10 604 106 419,7 211 491 205,222 155 292,3 392 615 214,2 581 537,1 711 301,870 236,190,159,22,31
Guns N' Roses,10 637 405 329,10 637 405 329,10 636 977 206,0,5 464 000,5 464 000,0,206,206,203,0
Radiohead,10 641 932 158,10 641 932 158,10 578 059 690,0,7 880 073,7 880 073,0,226,226,197,0
Zara Larsson,10 666 216 182,7 078 172 625,5 219 853 059,3 588 043 557,2 896 495,1 697 361,1 199 134,173,137,85,36
Dr. Dre,10 735 051 957,7 020 474 612,358 890 392,3 714 577 345,5 368 437,3 343 435,2 025 002,151,88,26,63
2Pac,10 815 159 675,10 585 484 759,4 405 062 313,229 674 916,5 638 007,5 556 566,81 441,329,291,162,38
Mariah Carey,10 780 155 153,9 775 611 222,8 107 881 357,1 004 543 931,3 845 536,3 422 920,422 616,485,460,315,25
Megan Thee Stallion,10 829 046 291,6 496 800 396,3 827 046 574,4 332 245 895,5 037 231,2 897 267,2 139 964,221,171,101,50
ZAYN,10 839 865 807,9 811 814 338,4 979 836 249,1 028 051 469,4 454 156,4 242 323,211 833,121,97,79,24
Robin Schulz,10 840 354 311,6 383 518 534,344 301 701,4 456 835 777,3 172 017,1 792 599,1 379 418,305,223,44,82
Michael Bublé,10 844 427 940,10 245 882 422,8 872 800 142,598 545 518,1 950 438,1 815 763,134 675,265,240,182,25
Childish Gambino,10 860 525 021,9 987 466 926,8 981 508 172,873 058 095,4 953 602,4 492 345,461 257,129,109,78,20
Jack Harlow,10 937 084 012,7 290 889 976,4 789 855 878,3 646 194 036,4 767 885,3 052 332,1 715 553,131,102,76,29
Christian Nodal,11 003 358 986,7 740 090 474,6 538 640 624,3 263 268 512,4 210 902,2 931 000,1 279 902,97,67,59,30
Macklemore,11 031 252 432,5 323 806 691,391 315 021,5 707 445 741,3 440 576,2 185 101,1 255 475,123,65,32,58
Wisin,11 019 235 592,4 060 698 160,525 128 398,6 958 537 432,2 761 424,848 065,1 913 359,248,124,34,124
blackbear,11 036 213 826,7 576 400 594,6 105 874 976,3 459 813 232,2 139 716,1 309 203,830 513,212,141,92,71
Lil Yachty,11 044 182 924,4 723 323 616,2 010 545 689,6 320 859 308,3 886 903,2 043 219,1 843 684,356,182,97,174
5 Seconds of Summer,11 064 974 574,10 363 839 359,9 888 243 039,701 135 215,3 449 123,3 284 749,164 374,202,194,186,8
Bryson Tiller,11 134 570 237,7 352 727 813,7 052 873 796,3 781 842 424,5 854 742,4 100 597,1 754 145,136,85,74,51
Ne-Yo,11 154 564 551,5 297 080 384,4 654 764 191,5 857 484 167,5 992 700,2 786 277,3 206 423,315,186,143,129
Martin Garrix,11 155 383 095,10 113 396 362,350 173 214,1 041 986 733,2 414 212,2 251 813,162 399,227,197,8,30
Anne-Marie,11 161 528 637,4 477 319 922,3 353 483 358,6 684 208 715,3 158 080,907 257,2 250 823,226,119,54,107
Jorge & Mateus,11 217 221 634,8 506 240 033,8 152 872 111,2 710 981 601,6 389 222,5 247 814,1 141 408,345,272,268,73
Becky G,11 232 738 702,7 459 545 409,1 845 435 631,3 773 193 293,3 034 971,2 381 520,653 451,195,114,62,81
mgk,11 306 476 956,9 772 700 293,3 739 136 400,1 533 776 663,3 120 284,2 743 494,376 790,208,149,80,59
Morat,11 336 228 421,9 268 662 859,6 737 433 438,2 067 565 562,5 989 591,4 928 032,1 061 559,122,103,83,19
John Mayer,11 333 493 692,10 725 086 402,10 442 282 253,608 407 290,5 277 208,4 910 391,366 817,228,205,200,23
Camilo,11 363 440 315,6 936 054 615,2 979 103 550,4 427 385 700,5 833 501,3 234 304,2 599 197,87,55,33,32
ROSALÍA,11 475 779 930,7 611 896 005,4 066 655 532,3 863 883 925,3 387 063,2 003 926,1 383 137,82,66,53,16
Joji,11 656 004 269,10 872 124 750,9 636 720 913,783 879 519,4 000 311,3 878 467,121 844,72,59,39,13
Flo Rida,11 657 263 135,9 420 287 883,3 555 609 502,2 236 975 252,5 086 795,3 971 313,1 115 482,249,191,50,58
Bob Marley & The Wailers,11 502 867 295,11 393 066 859,10 568 947 165,109 800 436,8 494 288,8 445 076,49 212,640,632,513,8
Lenny Tavárez,11 693 477 743,967 275 577,162 185 732,10 726 202 166,4 259 283,388 891,3 870 392,177,59,24,118
Black Eyed Peas,11 737 009 661,11 332 165 326,8 221 743 533,404 844 335,5 896 875,5 695 122,201 753,241,231,158,10
Major Lazer,11 703 395 498,10 246 378 381,40 761 594,1 457 017 117,2 835 963,2 465 353,370 610,290,224,4,66
Carin Leon,11 762 936 826,8 054 348 344,5 438 657 904,3 708 588 482,11 030 825,7 729 362,3 301 463,389,338,234,51
NF,11 788 362 004,11 739 909 669,10 569 374 050,48 452 335,4 168 524,4 145 508,23 016,95,94,82,1
Fleetwood Mac,11 806 629 585,11 806 454 517,11 805 978 380,175 068,6 813 721,6 813 621,100,738,737,736,1
Logic,11 835 642 624,9 638 639 713,5 082 459 851,2 197 002 911,1 692 430,1 299 071,393 359,268,235,155,33
Lewis Capaldi,11 863 787 504,11 863 787 504,11 419 351 783,0,4 615 917,4 615 917,0,73,73,61,0
Green Day,11 985 116 390,11 887 819 491,11 887 819 491,97 296 899,5 750 945,5 715 638,35 307,488,470,470,18
Lil Nas X,11 987 321 504,11 943 842 491,6 822 375 961,43 479 013,2 140 367,2 099 965,40 402,42,39,24,3
Anitta,12 139 076 285,5 994 793 813,2 670 230 748,6 144 282 472,10 536 179,5 068 585,5 467 594,297,173,106,124
Roddy Ricch,12 166 879 906,5 832 317 834,4 325 001 938,6 334 562 072,3 490 327,1 595 633,1 894 694,116,69,51,47
Don Toliver,12 173 881 922,6 667 128 098,4 568 787 696,5 506 753 824,12 060 479,8 470 801,3 589 678,169,108,58,61
Kid Cudi,12 224 194 859,8 746 719 947,4 819 757 253,3 477 474 912,4 488 816,2 974 166,1 514 650,265,221,150,44
Fall Out Boy,12 256 969 254,11 094 287 640,10 309 072 111,1 162 681 614,4 627 560,4 334 769,292 791,228,211,169,17
Pharrell Williams,12 241 507 608,4 345 947 473,2 366 205 510,7 895 560 135,4 558 035,1 706 380,2 851 655,257,70,48,187
Offset,12 286 196 541,3 519 921 658,575 716 312,8 766 274 883,3 857 462,1 649 526,2 207 936,183,49,22,134
Britney Spears,12 399 080 699,10 785 143 640,10 229 339 262,1 613 937 059,6 502 586,5 763 630,738 956,290,274,153,16
2 Chainz,12 441 495 405,3 777 943 817,834 411 867,8 663 551 588,2 744 153,626 828,2 117 325,529,284,142,245
Akon,12 454 337 550,6 072 735 116,3 146 397 960,6 381 602 434,7 387 032,4 278 314,3 108 718,368,183,113,185
Panic! At The Disco,12 468 479 538,11 557 862 428,11 211 853 084,910 617 110,2 999 600,2 802 010,197 590,152,151,145,1
The Kid LAROI,12 518 415 008,11 100 722 778,5 049 269 608,1 417 692 230,5 924 973,5 471 560,453 413,94,77,57,17
Justin Quiles,12 525 214 095,3 800 926 550,1 713 026 150,8 724 287 545,3 673 470,994 772,2 678 698,248,122,74,126
Nirvana,12 580 766 540,12 580 766 540,12 580 157 318,0,6 840 108,6 840 108,0,391,391,390,0
Lil Durk,12 612 937 906,5 546 267 313,2 256 829 794,7 066 670 593,5 774 316,2 152 424,3 621 892,553,350,227,203
Duki,12 724 290 475,6 279 294 957,2 685 209 703,6 444 995 518,6 375 523,3 601 008,2 774 515,249,134,61,115
Tory Lanez,12 828 434 033,8 961 911 550,6 113 286 767,3 866 522 483,5 874 242,5 207 756,666 486,422,296,223,126
Marília Mendonça,12 849 579 702,9 445 350 784,6 448 996 287,3 404 228 918,4 359 205,3 001 780,1 357 425,186,126,84,60
Kali Uchis,12 869 817 882,7 491 155 500,5 179 606 745,5 378 662 382,10 305 438,5 023 713,5 281 725,124,94,70,30
Don Omar,12 901 769 094,10 521 860 924,5 694 148 854,2 379 908 170,9 317 352,8 120 586,1 196 766,311,239,116,72
Diplo,12 670 375 154,4 599 837 646,31 294 487,8 070 537 508,3 256 177,1 326 152,1 930 025,497,245,29,252
Hozier,12 975 531 037,12 057 146 446,11 739 621 570,918 384 591,10 337 085,9 674 774,662 311,100,89,82,11
G-Eazy,12 978 375 233,10 162 460 521,1 612 121 030,2 815 914 712,3 310 873,2 710 701,600 172,292,204,76,88
USHER,13 061 546 014,9 688 223 839,4 119 339 340,3 373 322 175,6 383 854,5 173 031,1 210 823,315,259,158,56
Henrique & Juliano,13 112 936 989,10 783 329 936,10 430 306 730,2 329 607 053,13 069 030,10 971 464,2 097 566,265,222,215,43
Gucci Mane,13 022 554 886,6 250 694 468,1 317 063 514,6 771 860 418,3 016 568,1 620 874,1 395 694,1 579,1 317,656,262
Zach Bryan,13 127 260 746,13 122 960 074,10 546 114 539,4 300 672,14 628 692,14 308 240,320 452,185,184,165,1
Sabrina Carpenter,13 225 928 039,11 853 524 432,11 690 379 150,1 372 403 607,21 963 908,21 357 258,606 650,141,120,104,21
Bizarrap,13 294 082 139,11 187 866 502,66 451 152,2 106 215 637,5 884 637,4 998 692,885 945,114,93,7,21
Luis Miguel,13 392 742 107,13 378 257 593,13 366 385 536,14 484 514,6 834 741,6 821 722,13 019,312,310,306,2
AC/DC,13 534 533 894,13 534 533 894,13 534 533 894,0,6 507 665,6 507 665,0,308,308,308,0
Sean Paul,13 318 744 440,6 850 347 955,2 879 865 416,6 468 396 485,6 344 219,3 830 938,2 513 281,401,261,135,140
Polo G,13 431 144 096,9 593 436 132,6 264 718 431,3 837 707 964,3 873 456,2 785 282,1 088 174,160,101,66,59
DJ Snake,13 317 237 966,10 081 323 286,472 484 139,3 235 914 680,4 354 781,3 251 429,1 103 352,192,146,21,46
James Arthur,13 403 648 165,12 225 546 055,10 661 836 310,1 178 102 110,4 717 994,4 543 326,174 668,193,160,113,33
Fuerza Regida,13 553 864 988,10 178 297 731,5 088 701 478,3 375 567 257,21 671 207,12 820 203,8 851 004,275,224,157,51
Alan Walker,13 608 569 745,11 324 719 139,4 174 481 230,2 283 850 606,4 957 430,4 219 779,737 651,251,190,34,61
P!nk,13 702 620 294,12 413 318 099,9 274 627 064,1 289 302 195,5 125 614,4 688 179,437 435,263,240,172,23
Ellie Goulding,13 713 683 377,9 621 029 308,7 389 138 751,4 092 654 069,4 940 685,3 032 189,1 908 496,276,208,119,68
Justin Timberlake,13 911 163 653,10 045 174 719,7 081 119 323,3 865 988 934,6 435 288,4 610 505,1 824 783,229,164,113,65
Migos,13 855 511 293,9 486 810 132,4 370 762 050,4 368 701 161,2 756 972,1 890 888,866 084,326,235,182,91
Daft Punk,13 938 739 984,7 016 138 352,4 918 130 281,6 922 601 632,6 085 498,3 090 621,2 994 877,210,202,132,8
Big Sean,14 171 264 792,6 584 902 941,2 061 678 389,7 586 361 851,2 899 033,1 244 553,1 654 480,324,173,74,151
Luke Combs,14 179 627 720,13 342 248 547,12 671 837 529,837 379 173,9 936 767,8 941 167,995 600,112,99,93,13
JHAYCO,14 278 518 216,6 085 801 427,1 652 743 935,8 192 716 789,7 049 994,3 232 129,3 817 865,145,88,46,57
BLACKPINK,14 312 164 227,13 233 483 172,12 425 024 868,1 078 681 055,4 742 977,4 458 232,284 745,108,104,102,4
Natanael Cano,14 322 504 208,9 547 194 307,5 302 705 689,4 775 309 901,15 843 882,9 444 680,6 399 202,203,145,85,58
Sebastian Yatra,14 456 381 704,9 620 179 448,4 030 717 781,4 836 202 256,5 409 469,4 030 889,1 378 580,144,83,45,61
Lil Peep,14 357 754 194,13 769 564 902,7 421 625 942,588 189 292,6 627 399,6 431 590,195 809,174,169,88,5
The Neighbourhood,14 557 505 498,14 548 976 440,14 048 240 749,8 529 058,8 769 126,8 761 382,7 744,112,111,95,1
Manuel Turizo,14 705 126 290,7 188 237 881,4 791 766 741,7 516 888 409,6 140 336,2 970 375,3 169 961,124,58,35,66
Kodak Black,14 801 183 921,9 670 480 612,6 072 423 994,5 130 703 309,5 779 653,3 361 039,2 418 614,445,325,256,120
Pop Smoke,14 861 038 364,13 414 212 390,7 195 464 390,1 446 825 974,3 717 255,3 381 776,335 479,108,94,37,14
Demi Lovato,14 868 406 412,9 850 609 988,8 591 603 072,5 017 796 424,3 379 670,2 472 533,907 137,296,233,200,63
Die drei ???,14 352 417 767,14 352 417 767,14 278 108 809,0,6 929 098,6 929 098,0,7 350,7 350,6 876,0
Metallica,14 598 521 601,14 547 359 333,14 445 314 214,51 162 268,7 050 651,7 024 506,26 145,709,690,665,19
A Boogie Wit da Hoodie,14 939 740 426,9 877 006 122,5 337 952 988,5 062 734 304,3 643 815,2 641 460,1 002 355,284,169,95,115
Romeo Santos,15 054 811 796,10 316 186 292,5 930 181 250,4 738 625 504,10 717 682,5 887 714,4 829 968,158,134,82,24
YoungBoy Never Broke Again,15 075 367 787,11 170 643 538,9 815 441 406,3 904 724 249,5 349 810,4 117 513,1 232 297,669,538,476,131
