Artist,Total_Streams,As_Lead,Solo,As_Feature,Daily_Streams,Daily_As_Lead,Daily_As_Feature,Tracks,Tracks_As_Lead,Tracks_Solo,Tracks_As_Feature
Anahí,1 944 716 664,128 841 952,99 412 082,1 815 874 712,927 843,43 323,884 520,233,52,45,181
LSD,1 945 020 446,0,0,1 945 020 446,426 992,0,426 992,18,0,0,18
Ricky Montgomery,1 945 563 055,1 841 368 413,1 755 513 198,104 194 642,1 470 522,1 435 437,35 085,65,58,45,7
Juicy Luicy,1 948 373 024,1 710 890 128,1 608 356 290,237 482 896,3 436 890,2 913 903,522 987,27,26,24,1
Flo Milli,1 948 793 019,1 272 605 989,1 105 441 709,676 187 030,1 493 333,765 075,728 258,99,61,47,38
Still Woozy,1 951 992 128,1 833 714 979,1 643 324 439,118 277 149,668 252,622 371,45 881,41,39,36,2
Bruno Martini,1 953 770 596,412 598 549,45 640 495,1 541 172 047,408 604,50 087,358 517,119,67,11,52
Los Plebes del Rancho de Ariel Camacho,1 954 196 119,1 924 901 368,1 592 696 675,29 294 751,951 262,940 615,10 647,155,143,122,12
Ghali,1 955 115 043,1 474 167 954,1 147 007 544,480 947 089,769 618,530 872,238 746,125,97,75,28
Pinguini Tattici Nucleari,1 957 021 393,1 747 608 292,1 747 608 292,209 413 101,1 556 321,1 428 804,127 517,89,83,83,6
BIA,1 961 158 215,537 047 975,208 609 563,1 424 110 240,761 560,120 967,640 593,88,48,26,40
Deorro,1 963 078 240,1 676 157 072,194 330 360,286 921 168,478 122,391 675,86 447,170,131,48,39
Chris Tomlin,1 965 413 064,1 795 087 508,1 503 790 729,170 325 556,893 053,812 237,80 816,255,232,177,23
Werenoi,1 966 535 006,1 788 695 227,1 295 657 267,177 839 779,2 761 034,2 476 573,284 461,86,76,61,10
Edwin Luna y La Trakalosa de Monterrey,1 966 934 650,1 914 937 931,1 740 163 935,51 996 719,910 421,886 797,23 624,204,179,128,25
Sofi Tukker,1 968 313 070,1 460 082 277,854 362 483,508 230 793,713 617,540 079,173 538,177,127,49,50
King Gnu,1 968 581 055,1 968 581 055,1 968 581 055,0,1 118 066,1 118 066,0,97,97,97,0
Riley Green,1 968 594 127,1 714 038 875,1 533 871 105,254 555 252,2 604 555,2 080 898,523 657,114,108,102,6
Snakehips,1 970 295 562,1 693 469 753,4 628 829,276 825 809,259 007,210 513,48 494,126,95,5,31
MERO,1 970 566 051,1 349 019 244,1 008 712 695,621 546 807,820 799,539 105,281 694,93,75,54,18
Surf Curse,1 971 134 510,1 971 134 510,1 956 501 685,0,1 701 294,1 701 294,0,58,58,49,0
C-Kan,1 972 446 877,1 491 629 249,653 405 507,480 817 628,1 195 074,876 554,318 520,272,215,88,57
Neeti Mohan,1 972 570 086,416 682 875,164 631 945,1 555 887 211,1 873 011,411 113,1 461 898,163,47,8,116
Frédéric Chopin,1 971 256 017,1 969 392 764,0,1 863 253,1 013 298,1 013 173,125,1 215,1 213,0,2
Mario,1 972 655 653,1 923 358 652,1 825 669 051,49 297 001,1 094 734,1 058 389,36 345,112,100,78,12
Asake,1 973 152 932,1 523 755 546,1 117 590 293,449 397 386,2 618 213,1 955 164,663 049,79,62,47,17
Kenny Loggins,1 973 466 405,1 929 723 954,1 872 118 178,43 742 451,728 069,714 489,13 580,127,123,107,4
Maxwell,1 977 639 801,332 781 652,61 774 087,1 644 858 149,527 136,68 948,458 188,189,70,29,119
Pooh Shiesty,1 978 744 783,1 248 308 723,350 955 822,730 436 060,978 436,717 279,261 157,87,43,18,44
Cash Cash,1 979 244 890,1 559 787 383,128 548 228,419 457 507,250 818,208 598,42 220,187,152,31,35
No Te Va Gustar,1 980 517 839,1 919 820 865,1 239 951 947,60 696 974,1 133 213,1 108 904,24 309,275,271,204,4
MadeinTYO,1 981 989 643,1 289 048 944,718 394 358,692 940 699,187 395,102 761,84 634,138,106,56,32
Ana Mena,1 982 755 539,913 458 053,312 820 123,1 069 297 486,668 664,417 146,251 518,84,50,26,34
Franz Ferdinand,1 984 255 561,1 964 517 921,1 953 538 301,19 737 640,927 623,919 246,8 377,164,147,124,17
Chuck Berry,1 983 988 908,1 983 988 908,1 860 561 389,0,651 042,651 042,0,233,233,218,0
Anthony Ramos,1 985 715 043,98 246 961,85 848 074,1 887 468 082,665 863,13 959,651 904,61,36,33,25
Luar La L,1 990 930 996,682 264 858,523 430 372,1 308 666 138,2 775 724,584 111,2 191 613,151,64,26,87
Keyshia Cole,1 991 621 798,1 624 413 704,1 059 125 432,367 208 094,1 166 952,993 088,173 864,124,103,67,21
Stone Temple Pilots,1 992 200 849,1 992 200 849,1 992 200 849,0,1 072 312,1 072 312,0,175,175,175,0
HAIM,1 994 364 057,1 405 038 911,1 263 006 005,589 325 146,436 033,255 813,180 220,90,80,59,10
Omah Lay,1 995 722 466,1 391 076 407,1 182 167 411,604 646 059,2 137 584,1 615 693,521 891,66,46,34,20
SDM,1 996 650 665,1 350 672 960,926 282 901,645 977 705,3 043 704,1 827 143,1 216 561,105,67,49,38
Polimá Westcoast,2 001 038 610,1 325 318 792,57 252 499,675 719 818,511 125,327 515,183 610,148,76,30,72
AnnenMayKantereit,1 997 530 786,1 936 214 242,1 565 737 016,61 316 544,826 181,814 442,11 739,102,101,98,1
Steely Dan,1 997 018 818,1 994 870 585,1 993 746 835,2 148 233,1 094 753,1 091 831,2 922,166,158,157,8
Alejandra Guzman,2 000 012 456,1 643 613 530,1 525 829 466,356 398 926,1 284 229,1 144 112,140 117,245,223,188,22
Tyla,2 000 881 552,1 956 020 626,1 524 765 399,44 860 926,4 348 669,4 249 095,99 574,32,25,14,7
Billy Idol,2 002 077 517,1 930 121 092,1 883 399 887,71 956 425,2 311 973,2 296 292,15 681,181,179,159,2
MIKA,2 006 118 853,1 931 061 368,1 733 139 252,75 057 485,676 758,662 858,13 900,226,217,196,9
Elderbrook,2 007 235 629,1 169 237 288,681 026 702,837 998 341,804 629,528 344,276 285,163,112,60,51
Simone & Simaria,2 008 986 468,1 402 523 314,836 384 008,606 463 154,459 704,345 015,114 689,133,99,64,34
Waka Flocka Flame,2 007 804 933,1 410 724 417,283 453 713,597 080 516,699 057,487 713,211 344,360,231,87,129
grandson,2 012 272 960,1 823 239 948,1 639 111 634,189 033 012,514 465,438 971,75 494,89,74,61,15
Sofia Carson,2 009 331 549,828 128 527,468 566 428,1 181 203 022,1 089 799,323 576,766 223,86,50,32,36
RIN,2 012 619 807,1 701 760 314,1 441 440 280,310 859 493,458 090,352 988,105 102,99,82,71,17
Okieriete Onaodowan,2 009 481 268,141 007 960,0,1 868 473 308,790 500,44 942,745 558,12,1,0,11
Etta James,2 012 638 600,2 005 899 568,1 982 942 990,6 739 032,1 134 486,1 131 181,3 305,281,275,264,6
Ray Charles,2 012 870 809,1 964 088 395,1 718 709 247,48 782 414,1 581 390,1 510 486,70 904,362,349,306,13
Damian Marley,2 013 248 408,1 161 263 141,650 373 040,851 985 267,954 312,639 599,314 713,144,91,66,53
Neton Vega,2 013 681 744,347 332 989,265 808 456,1 666 348 755,13 853 204,7 685 360,6 167 844,26,13,12,13
JP Saxe,2 014 246 809,1 922 114 887,435 803 907,92 131 922,535 657,527 471,8 186,80,72,52,8
Lindsey Stirling,2 014 798 173,1 658 315 308,1 380 647 115,356 482 865,557 496,490 090,67 406,176,140,112,36
Mägo de Oz,2 017 613 624,2 016 261 323,1 971 812 394,1 352 301,976 440,973 781,2 659,375,374,353,1
Boyz II Men,2 016 525 531,1 796 762 970,1 515 834 040,219 762 561,1 069 589,1 013 503,56 086,230,207,176,23
Bas,2 018 586 456,912 408 233,159 813 961,1 106 178 223,563 367,154 312,409 055,101,69,32,32
Kiiara,2 021 812 552,1 187 644 160,950 145 103,834 168 392,243 571,114 399,129 172,91,50,29,41
Juanka,2 021 865 130,184 054 194,81 289 788,1 837 810 936,683 136,77 768,605 368,170,44,26,126
Takeoff,2 023 260 807,641 639 486,622 451 066,1 381 621 321,750 532,218 429,532 103,58,13,12,45
Kris Kross Amsterdam,2 021 894 856,1 279 733 239,0,742 161 617,330 247,279 602,50 645,56,44,0,12
Genesis,2 024 331 177,2 024 331 177,2 016 465 249,0,865 903,865 903,0,309,309,273,0
Pamungkas,2 025 351 019,2 016 302 240,1 979 497 372,9 048 779,1 097 824,1 094 370,3 454,133,130,95,3
Legião Urbana,2 026 806 260,2 026 806 260,2 025 136 011,0,1 062 427,1 062 427,0,205,205,203,0
Brando,2 028 029 850,296 284 197,205 901 276,1 731 745 653,562 540,90 742,471 798,61,27,17,34
Keri Hilson,2 030 009 144,781 184 022,323 685 352,1 248 825 122,1 222 744,308 799,913 945,70,42,27,28
The Doobie Brothers,2 030 760 013,2 030 760 013,1 967 280 071,0,994 536,994 536,0,215,215,199,0
Ruel,2 034 136 654,1 807 337 899,1 743 156 996,226 798 755,405 614,324 043,81 571,71,56,41,15
Billy Currington,2 030 951 673,1 973 421 263,1 964 961 976,57 530 410,759 056,741 251,17 805,93,90,88,3
Bedoes 2115,2 033 375 018,1 129 894 983,20 833 258,903 480 035,921 710,500 586,421 124,166,90,5,76
ZHU,2 034 215 693,1 797 794 057,996 145 587,236 421 636,391 437,358 505,32 932,174,144,67,30
J Hus,2 035 997 922,1 544 043 045,950 235 700,491 954 877,626 089,459 109,166 980,101,88,53,13
070 Shake,2 037 171 034,555 754 648,354 314 607,1 481 416 386,1 143 583,239 081,904 502,90,70,51,20
KC Rebell,2 037 179 519,1 555 021 862,514 704 953,482 157 657,418 321,335 911,82 410,271,234,108,37
BIGBANG,2 037 526 642,2 037 526 642,2 029 553 935,0,2 753 593,2 753 593,0,244,244,232,0
King,2 037 696 600,1 879 804 862,1 707 906 574,157 891 738,1 025 835,955 318,70 517,97,81,50,16
Yellow Claw,2 038 146 472,1 727 047 887,282 639 382,311 098 585,434 884,377 416,57 468,299,224,20,75
Kaskade,2 043 194 864,1 284 204 497,338 119 924,758 990 367,488 429,202 075,286 354,433,351,101,82
Young the Giant,2 044 655 382,2 044 655 382,2 036 226 612,0,718 552,718 552,0,99,99,91,0
Ratatat,2 046 792 467,458 908 814,457 220 523,1 587 883 653,620 694,56 389,564 305,72,67,63,5
GoldLink,2 049 485 247,1 630 245 882,156 419 273,419 239 365,434 288,345 710,88 578,113,86,21,27
Duke Dumont,2 045 811 392,1 972 837 416,996 653 499,72 973 976,779 428,729 009,50 419,131,116,37,15
Coez,2 050 170 992,1 442 272 067,1 224 084 905,607 898 925,680 481,515 406,165 075,127,92,69,35
Matchbox Twenty,2 051 753 706,2 051 753 706,2 050 733 696,0,846 926,846 926,0,87,87,85,0
Orelsan,2 055 021 151,1 875 342 018,1 402 533 410,179 679 133,442 281,407 146,35 135,100,80,66,20
Baco Exu do Blues,2 055 616 609,1 585 056 888,859 473 474,470 559 721,1 363 224,978 763,384 461,92,63,40,29
Jamiroquai,2 056 348 798,2 042 423 131,1 956 839 543,13 925 667,961 008,955 403,5 605,200,197,147,3
Beck,2 054 965 467,1 860 699 674,1 817 091 623,194 265 793,623 218,550 105,73 113,282,252,228,30
Dance Fruits Music,2 057 559 893,1 571 227 070,540 780 874,486 332 823,287 554,166 706,120 848,207,127,68,80
Vacations,2 060 141 534,2 057 790 001,2 055 015 714,2 351 533,1 665 645,1 664 206,1 439,49,48,47,1
London Symphony Orchestra,2 053 192 666,41 739 262,12 134 234,2 011 453 404,836 625,26 604,810 021,691,75,21,616
Lil Kleine,2 061 634 899,1 325 482 058,651 675 013,736 152 841,534 738,332 993,201 745,141,106,59,35
Los Fabulosos Cadillacs,2 062 316 381,2 062 316 381,2 062 316 381,0,860 255,860 255,0,229,229,229,0
Hariharan,2 063 477 648,1 372 014 656,637 436 554,691 462 992,2 387 018,1 692 512,694 506,385,278,123,107
Survivor,2 065 335 859,2 065 335 859,2 065 335 859,0,1 087 462,1 087 462,0,69,69,69,0
Luck Ra,2 067 677 834,1 638 092 024,150 499 133,429 585 810,3 414 811,1 890 546,1 524 265,70,42,14,28
Cypress Hill,2 066 588 620,2 041 583 368,1 652 587 564,25 005 252,771 012,761 584,9 428,278,269,218,9
Lacrim,2 068 266 597,1 652 172 453,904 352 602,416 094 144,1 238 599,1 053 057,185 542,302,232,152,70
Angèle,2 070 285 363,1 504 662 626,1 202 172 433,565 622 737,767 750,395 400,372 350,50,39,33,11
88rising,2 070 946 909,1 755 565 880,0,315 381 029,729 337,437 074,292 263,60,56,0,4
Lola Indigo,2 073 390 727,1 379 624 459,288 835 241,693 766 268,1 358 918,1 085 067,273 851,80,56,24,24
Maggie Rogers,2 075 916 992,1 720 215 825,1 644 072 079,355 701 167,1 046 855,752 591,294 264,71,68,61,3
Artemas,2 077 934 275,2 064 763 949,2 035 847 407,13 170 326,3 123 496,2 985 519,137 977,62,60,57,2
A Tribe Called Quest,2 080 182 772,2 078 839 414,1 559 337 146,1 343 358,754 581,753 645,936,121,119,80,2
Shiloh Dynasty,2 080 663 277,264 099 669,0,1 816 563 608,1 087 080,178 712,908 368,328,36,0,292
Neil Diamond,2 079 228 831,2 076 869 892,2 035 184 749,2 358 939,831 322,830 680,642,478,477,467,1
Dreamville,2 085 685 256,1 911 605 653,0,174 079 603,584 079,537 190,46 889,71,63,0,8
Darius Rucker,2 086 670 925,1 979 836 231,1 926 538 295,106 834 694,695 311,641 668,53 643,130,113,102,17
Babasonicos,2 087 090 030,2 078 927 758,2 074 851 335,8 162 272,1 134 042,1 130 756,3 286,296,293,280,3
Rainbow Kitten Surprise,2 087 455 059,2 087 455 059,2 073 895 562,0,1 175 741,1 175 741,0,87,87,85,0
LP,2 092 289 087,2 017 106 028,2 001 421 639,75 183 059,739 241,725 933,13 308,133,126,110,7
Ashe,2 092 729 910,1 875 674 762,1 149 414 887,217 055 148,1 008 319,974 099,34 220,81,70,58,11
James Taylor,2 092 867 630,1 897 953 120,1 834 110 378,194 914 510,768 476,681 267,87 209,341,310,303,31
Djonga,2 094 177 854,1 420 141 434,45 379 647,674 036 420,1 012 985,688 778,324 207,158,84,9,74
Hindia,2 096 331 680,2 055 376 369,1 758 200 729,40 955 311,3 662 139,3 432 253,229 886,61,54,41,7
Cults,2 098 009 707,1 391 065 664,1 388 794 203,706 944 043,1 342 678,1 091 634,251 044,85,82,75,3
Harris Jayaraj,2 097 121 584,2 092 126 571,7 072 725,4 995 013,2 173 715,2 169 014,4 701,236,229,4,7
Wall Hein,2 100 185 896,1 316 216,0,2 098 869 680,1 232 991,220,1 232 771,57,1,0,56
Emeli Sandé,2 096 512 359,1 308 960 636,1 230 561 026,787 551 723,374 018,244 572,129 446,223,176,134,47
Charles Ans,2 101 224 661,1 281 801 777,650 256 379,819 422 884,1 190 093,675 751,514 342,223,164,77,59
Los Cadetes De Linares,2 096 878 331,2 096 878 331,2 087 392 216,0,1 614 270,1 614 270,0,406,406,396,0
Sexyy Red,2 101 732 085,981 859 453,686 812 747,1 119 872 632,6 459 962,2 809 871,3 650 091,97,66,45,31
Miguel Bosé,2 102 133 988,1 901 305 711,1 329 255 781,200 828 277,907 832,831 934,75 898,346,311,257,35
Sage The Gemini,2 102 382 399,1 158 504 441,562 264 884,943 877 958,606 979,405 592,201 387,91,64,28,27
Brad Paisley,2 102 757 503,2 041 843 151,1 503 521 435,60 914 352,568 515,514 931,53 584,233,215,181,18
Kid Rock,2 102 776 814,1 879 225 954,1 601 353 389,223 550 860,758 227,700 810,57 417,179,163,151,16
Digital Farm Animals,2 104 415 358,329 182 819,10 726 132,1 775 232 539,269 024,27 172,241 852,91,27,3,64
Tz da Coronel,2 102 781 890,1 184 394 259,75 484 899,918 387 631,1 439 863,884 332,555 531,142,88,11,54
Beny Jr,2 106 927 316,1 470 687 760,715 151 913,636 239 556,2 764 109,2 029 253,734 856,189,160,120,29
Miranda!,2 107 698 252,2 054 602 685,1 573 144 663,53 095 567,1 184 472,1 136 964,47 508,274,259,213,15
Lil Dicky,2 108 520 266,2 049 362 875,560 487 473,59 157 391,320 229,306 012,14 217,45,44,34,1
Fujii Kaze,2 110 762 625,2 053 314 633,2 041 410 621,57 447 992,1 909 670,1 881 843,27 827,87,86,78,1
Melim,2 112 838 172,1 858 246 711,1 721 465 208,254 591 461,607 608,521 727,85 881,137,110,97,27
Gloria Groove,2 111 989 299,1 336 418 014,1 061 700 472,775 571 285,1 196 690,800 929,395 761,135,105,70,30
Tungevaag,2 115 246 505,1 306 915 383,362 784 722,808 331 122,380 782,176 086,204 696,137,98,31,39
Brantley Gilbert,2 114 917 483,2 044 163 597,1 644 608 703,70 753 886,608 995,585 142,23 853,128,118,104,10
Ariel Camacho y Los Plebes Del Rancho,2 115 572 137,2 114 650 536,1 822 326 300,921 601,1 425 263,1 424 867,396,66,64,52,2
Marca MP,2 116 543 886,2 057 715 037,1 762 301 803,58 828 849,837 410,798 155,39 255,199,189,174,10
The Walters,2 119 128 813,2 118 378 722,2 115 528 908,750 091,1 506 113,1 502 816,3 297,31,30,29,1
Vaundy,2 116 634 853,2 047 051 902,2 023 072 067,69 582 951,2 039 666,2 003 201,36 465,60,55,53,5
Matisse,2 119 796 131,1 864 640 777,948 904 958,255 155 354,584 759,492 386,92 373,108,92,65,16
The All-American Rejects,2 120 621 577,2 120 621 577,2 120 621 577,0,860 260,860 260,0,88,88,88,0
Cole Swindell,2 122 876 832,2 086 389 182,1 859 954 666,36 487 650,513 427,503 913,9 514,95,93,89,2
Jimmy Eat World,2 122 489 645,2 122 489 645,2 093 093 581,0,939 943,939 943,0,197,197,194,0
Boef,2 124 068 305,1 240 641 653,677 547 864,883 426 652,453 120,244 909,208 211,132,84,52,48
City Girls,2 126 590 585,1 105 649 092,670 732 570,1 020 941 493,486 012,218 885,267 127,102,72,51,30
Emmanuel,2 126 023 092,2 069 483 958,1 949 060 230,56 539 134,1 159 359,1 136 976,22 383,191,187,175,4
Robin Thicke,2 127 570 525,1 529 208 925,465 211 182,598 361 600,509 095,410 030,99 065,174,149,118,25
Antônio Carlos Jobim,2 129 355 300,1 034 971 028,810 309 815,1 094 384 272,1 198 404,615 667,582 737,365,284,211,81
Kidz Bop Kids,2 123 406 844,2 123 406 844,2 123 061 439,0,652 965,652 965,0,1 017,1 017,1 016,0
Godsmack,2 130 045 154,2 125 733 078,2 125 733 078,4 312 076,869 699,854 770,14 929,123,121,121,2
Roberto Carlos,2 130 077 289,2 091 447 528,1 969 086 029,38 629 761,1 205 634,1 181 823,23 811,751,746,707,5
Descemer Bueno,2 130 186 054,71 314 268,3 635 510,2 058 871 786,745 177,22 373,722 804,85,48,6,37
Pailita,2 132 238 000,780 075 527,119 280 080,1 352 162 473,682 375,278 299,404 076,95,55,19,40
Supernova Ent,2 134 392 989,94 908 354,0,2 039 484 635,2 411 268,884 751,1 526 517,101,17,0,84
Johann Sebastian Bach,2 129 745 215,2 082 748 338,0,46 996 877,1 043 791,1 015 124,28 667,1 086,1 078,0,8
Dustin Lynch,2 134 713 754,2 047 271 427,1 642 610 653,87 442 327,527 365,419 210,108 155,96,91,86,5
Soundgarden,2 135 770 863,2 135 770 863,2 130 731 441,0,1 069 928,1 069 928,0,260,260,254,0
Azet,2 140 912 057,1 571 885 183,685 707 527,569 026 874,934 186,597 662,336 524,162,115,61,47
León Larregui,2 141 763 137,1 950 401 810,1 868 493 339,191 361 327,1 274 974,1 214 270,60 704,84,77,61,7
John Martin,2 145 742 319,117 188 291,100 552 668,2 028 554 028,835 591,24 476,811 115,48,8,4,40
Chinmayi,2 148 978 329,155 421 469,105 924 811,1 993 556 860,2 314 015,154 050,2 159 965,184,35,18,149
Willie Colón,2 155 638 228,1 749 763 756,1 010 937 301,405 874 472,1 572 630,1 319 581,253 049,221,145,87,76
Mc Paiva ZS,2 153 795 092,1 397 034 278,63 114 902,756 760 814,2 433 273,753 698,1 679 575,143,86,7,57
Simone Mendes,2 156 849 354,1 199 093 047,1 192 990 625,957 756 307,2 575 363,1 216 672,1 358 691,67,29,28,38
Tinie Tempah,2 162 556 875,1 382 708 896,206 995 906,779 847 979,449 050,286 679,162 371,144,96,24,48
Icona Pop,2 166 539 118,1 725 394 168,544 471 709,441 144 950,677 139,636 042,41 097,153,113,61,40
Neil Young,2 155 539 583,2 132 650 676,1 696 547 771,22 888 907,849 381,840 743,8 638,812,807,532,5
KSHMR,2 166 596 199,1 090 296 919,101 311 476,1 076 299 280,441 859,253 488,188 371,201,139,39,62
Moira Dela Torre,2 167 883 959,1 764 740 196,1 341 823 396,403 143 763,808 964,616 826,192 138,123,110,79,13
No Doubt,2 169 465 740,2 168 859 587,1 994 575 422,606 153,1 187 680,1 187 439,241,114,113,102,1
Alvaro Diaz,2 172 568 357,1 696 748 527,454 866 942,475 819 830,3 109 288,2 662 208,447 080,145,103,58,42
Mr. Probz,2 176 017 687,1 797 268 537,584 150 282,378 749 150,670 239,618 987,51 252,67,33,24,34
I Prevail,2 176 968 172,2 073 735 229,1 911 384 922,103 232 943,980 706,846 880,133 826,73,69,63,4
Upchurch,2 180 172 075,2 002 519 205,1 458 640 384,177 652 870,557 948,509 746,48 202,319,302,226,17
Sam Cooke,2 178 829 808,2 149 004 972,2 110 987 392,29 824 836,883 892,865 359,18 533,303,300,253,3
Ramin Djawadi,2 175 717 732,2 173 641 619,2 043 342 209,2 076 113,693 182,692 743,439,676,670,640,6
VIZE,2 181 150 223,936 416 142,156 715 190,1 244 734 081,436 523,168 195,268 328,128,59,5,69
Antonio Aguilar,2 180 780 820,2 055 790 563,1 887 546 675,124 990 257,1 989 916,1 854 066,135 850,606,602,578,4
FINNEAS,2 184 016 269,1 725 101 481,1 722 117 415,458 914 788,1 088 189,778 791,309 398,57,54,51,3
Cordae,2 183 366 538,1 545 890 107,828 147 523,637 476 431,810 112,576 682,233 430,89,63,36,26
Alvaro Soler,2 185 783 444,1 825 027 435,1 382 308 161,360 756 009,517 995,439 137,78 858,119,99,74,20
Lennon Stella,2 191 463 081,987 811 489,698 994 036,1 203 651 592,318 298,103 674,214 624,62,44,33,18
Fat Joe,2 190 993 835,1 766 772 027,66 061 272,424 221 808,659 509,516 818,142 691,262,190,80,72
Hamza,2 193 851 150,1 271 367 011,834 322 883,922 484 139,1 547 842,698 482,849 360,208,151,129,57
Ricardo Montaner,2 193 658 613,2 040 201 288,1 797 923 773,153 457 325,2 807 419,2 745 325,62 094,329,315,285,14
Øneheart,2 195 178 476,2 141 359 868,652 625 232,53 818 608,2 339 360,2 296 613,42 747,173,149,66,24
Method Man,2 193 870 230,1 070 548 971,303 293 378,1 123 321 259,777 244,259 861,517 383,360,195,64,165
Alanis Morissette,2 197 792 366,2 172 732 725,2 156 250 360,25 059 641,906 482,902 827,3 655,271,270,245,1
Julio Iglesias,2 198 961 042,2 079 846 964,1 726 392 194,119 114 078,1 210 436,1 167 133,43 303,541,531,499,10
¥$,2 199 785 994,2 199 785 994,0,0,2 414 339,2 414 339,0,43,43,0,0
Omar Varela,2 201 181 806,72 773 885,2 767 198,2 128 407 921,1 110 700,29 941,1 080 759,135,25,6,110
FMK,2 204 894 757,979 744 470,249 474 830,1 225 150 287,867 171,188 384,678 787,73,43,18,30
Martin Solveig,2 207 316 732,1 608 509 139,113 279 944,598 807 593,471 760,364 148,107 612,156,122,43,34
Valentín Elizalde,2 207 782 758,2 197 929 279,2 172 900 535,9 853 479,1 264 977,1 257 981,6 996,301,284,263,17
"Tito ""El Bambino""",2 208 528 088,1 840 830 959,543 934 627,367 697 129,1 175 737,1 035 312,140 425,179,147,87,32
Coolio,2 210 129 053,2 207 395 002,168 282 581,2 734 051,1 305 090,1 303 970,1 120,98,91,64,7
S. P. Balasubrahmanyam,2 210 336 654,1 519 637 189,447 354 059,690 699 465,2 707 465,1 899 538,807 927,905,740,251,165
Billy Ray Cyrus,2 215 219 262,274 724 752,246 422 029,1 940 494 510,384 248,118 991,265 257,98,82,64,16
Baby Gang,2 219 896 355,1 470 167 444,315 224 303,749 728 911,2 209 106,1 513 736,695 370,127,87,11,40
The Temptations,2 218 623 390,2 166 401 522,2 159 148 260,52 221 868,873 978,857 200,16 778,312,293,284,19
Duran Duran,2 219 924 707,2 219 924 707,2 182 435 453,0,1 204 797,1 204 797,0,352,352,322,0
Río Roma,2 222 380 440,2 147 631 370,1 285 393 229,74 749 070,677 003,650 024,26 979,113,101,66,12
Belinda,2 224 004 911,691 617 655,489 146 511,1 532 387 256,1 418 241,922 996,495 245,110,74,65,36
Rkomi,2 224 029 348,1 536 285 885,539 834 237,687 743 463,445 942,263 780,182 162,139,88,50,51
Carpenters,2 224 093 041,2 224 093 041,2 147 041 346,0,1 128 415,1 128 415,0,231,231,211,0
Shoreline Mafia,2 230 458 402,2 052 733 663,906 739 793,177 724 739,1 057 707,1 005 975,51 732,87,84,24,3
Jarabe De Palo,2 230 493 193,2 193 366 318,2 000 112 299,37 126 875,1 291 421,1 280 396,11 025,203,190,149,13
Koba LaD,2 239 124 853,1 583 172 357,798 108 283,655 952 496,811 213,505 912,305 301,172,90,66,82
Mahalini,2 248 456 253,2 177 926 244,1 955 871 290,70 530 009,2 570 455,2 480 704,89 751,35,33,28,2
Air Supply,2 233 580 138,2 233 580 138,2 224 374 778,0,1 483 281,1 483 281,0,187,187,182,0
Night Lovell,2 232 104 652,1 896 779 437,1 597 435 661,335 325 215,684 375,561 319,123 056,87,80,69,7
W&W,2 235 384 471,1 173 099 818,287 846 467,1 062 284 653,1 503 109,703 561,799 548,274,182,56,92
Def Leppard,2 236 373 959,2 235 480 544,2 215 968 233,893 415,1 173 024,1 172 917,107,383,382,357,1
Ed Maverick,2 256 651 024,2 067 446 153,1 810 543 533,189 204 871,1 260 013,1 168 124,91 889,75,71,66,4
Sky Rompiendo,2 249 585 974,702 443 341,0,1 547 142 633,1 905 766,459 297,1 446 469,34,9,0,25
The Greatest Showman Ensemble,2 248 774 609,4 532 221,4 532 221,2 244 242 388,773 799,1 559,772 240,9,2,2,7
Tom Petty and the Heartbreakers,2 257 146 217,2 175 204 878,2 164 044 186,81 941 339,1 007 965,951 698,56 267,314,313,309,1
Ñejo,2 257 283 831,761 288 416,220 486 557,1 495 995 415,1 237 347,448 633,788 714,180,105,48,75
Selena Gomez & The Scene,2 259 928 131,2 259 928 131,2 247 923 857,0,1 164 024,1 164 024,0,71,71,69,0
KSI,2 248 731 998,1 898 342 074,515 820 531,350 389 924,627 276,589 890,37 386,109,96,30,13
Wu-Tang Clan,2 251 064 640,2 106 887 025,1 423 738 889,144 177 615,850 786,778 054,72 732,329,294,110,35
Manuel Medrano,2 260 387 213,2 048 180 975,1 866 116 808,212 206 238,1 274 917,1 216 631,58 286,59,48,40,11
Omar Montes,2 260 477 545,1 038 088 295,79 974 224,1 222 389 250,940 557,421 627,518 930,169,72,27,97
White 2115,2 260 312 675,1 102 809 272,824 357 103,1 157 503 403,1 078 014,624 760,453 254,186,94,52,92
Pablo Chill-E,2 269 740 289,795 496 195,227 433 798,1 474 244 094,1 278 427,579 341,699 086,266,114,34,152
Frenna,2 270 881 368,1 325 689 609,357 920 753,945 191 759,810 897,556 600,254 297,209,140,47,69
Quality Control,2 262 443 600,2 261 761 570,0,682 030,697 530,696 746,784,67,65,0,2
Fabolous,2 260 791 415,1 493 310 065,248 273 264,767 481 350,631 537,392 186,239 351,323,195,85,128
Kumar Sanu,2 268 759 526,1 398 021 003,352 084 194,870 738 523,2 593 169,1 684 526,908 643,459,306,100,153
INXS,2 271 892 290,2 246 742 235,2 234 461 013,25 150 055,1 329 634,1 314 627,15 007,239,233,218,6
Nanpa Básico,2 277 286 896,1 475 057 111,526 158 601,802 229 785,2 148 665,1 430 978,717 687,190,146,97,44
Chicago,2 272 103 005,2 272 103 005,2 267 275 508,0,1 195 524,1 195 524,0,395,395,391,0
